fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
씩씩 뮤직바,FC003853,1,민간(대학로 외), ,50, , ,서울특별시 성동구 왕십리로 114 (성수동1가),37.5476854,127.044746,N,N,N,N,N,N,N,N,N,N,"
            "
해운대문화회관,FC000832,3,공공(문예회관),2007,588,051-749-7651,https://www.haeundae.go.kr/culture/index.do,부산광역시 해운대구 양운로 97 (좌동),35.1711676,129.1740165,N,Y,N,Y,Y,Y,Y,N,N,Y,"
            "
대진대학교,FC001950,3,기타(비공연장),2012,6304,031-539-1114,http://www.daejin.ac.kr/index.do?sso=ok,경기도 포천시 호국로 1007 (선단동),37.8734346,127.1573986,Y,Y,Y,N,N,Y,Y,N,N,Y,"
            "
을지공간,FC001847,1,민간(대학로 외),2018,45,010-2104-7293,https://www.euljispace.com/,서울특별시 중구 창경궁로5길 5 (을지로4가),37.5670744,126.9976782,N,Y,N,N,N,N,N,N,N,N,"
            "
광화문아트홀,FC001177,1,공공(문예회관),2008,340, , ,서울특별시 종로구 인왕산로1길 21 (사직동),37.5742102,126.96464839999999,N,N,N,N,N,Y,Y,Y,N,N,"
            "
후암스테이지,FC002777,2,민간(대학로),2003,230, ,https://m.cafe.daum.net/mimania,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820588,127.0004181,N,N,N,N,N,N,N,N,N,N,"
            "
대학로 마로니에소극장(플레이더씨어터),FC000769,1,민간(대학로),1987,100,02-764-0686,http://cafe.naver.com/artfactoryshow,서울특별시 종로구 동숭길 50 (동숭동),37.5805247,127.00456029999998,N,N,N,N,N,N,N,N,N,N,"
            "
극장 동국,FC001226,1,민간(대학로),2014,82,02-747-5296,https://www.facebook.com/PalyDongGuk,서울특별시 종로구 창경궁로 259,37.58451489999999,127.0000258,N,N,N,N,N,N,N,N,N,N,"
            "
울산중구문화의전당,FC001328,5,공공(문예회관),2014,1022,052-290-4000,http://artscenter.junggu.ulsan.kr,울산광역시 중구 종가로 405 (성안동),35.5675422,129.3215364,Y,Y,N,N,N,Y,N,N,N,Y,"
            "
구석으로부터,FC001684,1,민간(대학로 외),2016,20,010-6412-2870,http://blog.naver.com/onthecorner2016,대전광역시 동구 중앙로203번길 88-1 (정동),36.334227,127.42910210000002,N,N,N,N,N,N,N,N,N,N,"
            "
을지로브이,FC003851,1,기타(비공연장), ,0, , ,서울특별시 중구 충무로 51 (을지로3가) 4층,37.565791,126.9924978,N,N,N,N,N,N,N,N,N,N,"
            "
김영오 아트센터,FC002905,1,민간(대학로 외), ,190,063-227-8287,https://blog.naver.com/kyoartcenter,전라북도 전주시 완산구 홍산북로 23-9(효자동2가),35.818148,127.1042953,N,N,N,N,N,N,N,N,N,Y,"
            "
더 줌 아트센터,FC001994,1,민간(대학로 외),2013,128,02-790-6792,http://thezoom.kr/index.php,서울특별시 용산구 독서당로 111 (한남동),37.5369721,127.0094906,N,N,N,N,N,N,N,N,N,N,"
            "
종로아이들극장,FC001435,1,공공(기타),2016,281,02-2088-4290,https://jct.jfac.or.kr/site/child/home,서울특별시 종로구 성균관로 91 - 0 국민생활관,37.59043399999999,126.99877470000001,N,N,N,N,Y,Y,N,N,N,Y,"
            "
천안예술의전당,FC001383,4,공공(문예회관),2012,2085,00-1566-0155,http://www.cnac.or.kr/,충청남도 천안시 동남구 성남면 종합휴양지로 185,36.7561303,127.2248886,N,N,N,N,N,Y,Y,N,N,Y,"
            "
김수현드라마아트홀,FC003362,1,민간(대학로 외), ,115,043-225-9262,http://kimsoohyundrama.org/,충청북도 청주시 상당구 우암산로41번길 21(수동),36.6413094,127.4941215,N,N,N,N,N,N,N,N,N,N,"
            "
런던스테이지,FC003590,1,민간(대학로 외),2023,110,070-4169-0700, ,대전광역시 서구 대덕대로175번길 16 (둔산동),36.3496868,127.3763274,N,N,N,N,N,N,N,N,N,N,"
            "
인천서구문화회관,FC000845,3,공공(문예회관),1995,1401,032-580-1150,http://www.iscf.kr,인천광역시 서구 서달로 190 (가정동),37.5156728,126.6798708,N,Y,N,N,N,Y,N,Y,N,Y,"
            "
모두예술극장,FC003609,1,민간(대학로 외),2023,259,02-760-9769,http://moduarttheater.or.kr/teaser/,서울특별시 서대문구 충정로 7 (충정로3가),37.5601124,126.9622821,N,N,N,N,N,N,N,N,N,N,"
            "
아하아트홀,FC001312,1,민간(대학로 외),2011,60,010-4120-3840, ,전라북도 전주시 완산구 전주객사4길 74-11 (고사동),35.8212461,127.14353069999993,N,N,N,N,N,N,N,N,N,N,"
            "
보림인형극장,FC001620,1,민간(대학로 외),2010,200,031-955-3456,http://www.borimtheater.com/home/index.php,경기도 파주시 광인사길 88 (문발동) 보림출판사,37.7115282,126.68613329999994,N,Y,N,N,N,Y,N,N,N,Y,"
            "
기분좋은극장 [상무지구],FC001234,1,민간(대학로 외),2011,250,062-374-3304,http://www.goplay.co.kr/,광주광역시 서구 상무중앙로 90 (치평동) 우리은행상무지점,35.1548601,126.84892349999996,N,N,N,N,N,N,N,Y,Y,N,"
            "
김해문화의전당,FC001170,3,공공(문예회관),2005,2505,055-320-1234,http://www.gasc.or.kr/,경상남도 김해시 김해대로 2060 (내동),35.22784261716,128.863909609837,Y,Y,N,Y,Y,Y,Y,Y,N,Y,"
            "
김정문화회관,FC000915,1,공공(기타),2003,330,064-760-3579,http://culture.seogwipo.go.kr/kimjeong/index.htm,제주특별자치도 서귀포시 김정문화로 32 (강정동),33.2511819,126.50818700000002,Y,Y,Y,N,N,Y,Y,N,Y,Y,"
            "
해녀의부엌,FC002139,1,민간(대학로 외), ,34, ,http://www.haenyeo.space/,제주특별자치도 제주시 구좌읍 해맞이해안로 2265,33.4978223,126.9121785,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,"
            "
송파어린이문화회관,FC003364,1,공공(기타),2010,154,02-449-0505,http://www.songpakids.com/,서울특별시 송파구 중대로 235(오금동),37.5027425,127.1284004,N,N,N,N,N,N,N,N,N,Y,"
            "
함안문화예술회관,FC000584,3,공공(문예회관),2005,650,055-580-3608,www.haman.go.kr/art.web,경상남도 함안군 가야읍 함안대로 619-1,35.283282,128.4012381,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
대백프라자,FC000293,2,민간(대학로 외),2004,314,053-420-8088,http://www.debec.co.kr/,대구광역시 중구 명덕로 333 (대봉동) 대백프라자,35.8559656,128.6063335,Y,Y,N,N,Y,Y,Y,Y,Y,Y,"
            "
대학로 자유극장 (자유문화발전소),FC000785,1,민간(대학로),2005,233,02-743-0661, ,서울특별시 종로구 대학로12길 31 (동숭동),37.5827026,127.00360520000004,N,N,N,N,N,N,N,N,N,Y,"
            "
문화예술전용극장CT,FC000292,1,민간(대학로 외),2007,270,053-252-5733,http://cafe.daum.net/artCT,대구광역시 중구 중앙대로 394 (남일동),35.868322,128.59401389999994,N,N,N,N,N,N,N,N,N,N,"
            "
5.18기념문화센터,FC000420,2,공공(문예회관),2001,1087,062-376-5197,http://518center.gwangju.go.kr/,광주광역시 서구 내방로 152 (쌍촌동),35.1570531,126.85815600000001,N,N,N,N,N,Y,N,N,N,Y,"
            "
대전시립연정국악원,FC001415,2,공공(문예회관),2015,1088,042-270-8500,https://www.daejeon.go.kr/kmusic/,대전광역시 서구 둔산대로 181 (만년동),36.3555511,127.38994500000001,N,N,N,Y,N,Y,Y,Y,Y,Y,"
            "
오디너리 랩 스튜디오,FC003952,1,민간(대학로 외), ,0, ,https://blog.naver.com/ordinary_lab_studio,서울특별시 서초구 사평대로 353 (반포동),37.5042494,127.0217889,N,N,N,N,N,N,N,N,N,N,"
            "
실험무대702,FC003832,1,민간(대학로 외), ,50, , ,서울특별시 서대문구 홍제천로 116 (연희동),37.5751406,126.9269318,N,N,N,N,N,N,N,N,N,N,"
            "
열린아트홀,FC001526,1,민간(대학로 외),2012,50,051-527-0123,http://cafe983.daum.net/_c21_/home?grpid=oQ1r,부산광역시 동래구 온천장로 7 (온천동),35.2129733,129.07876090000002,N,Y,N,N,N,N,N,N,N,N,"
            "
곡성레저문화센터,FC000927,1,공공(문예회관),2010,405,061-360-8343,http://www.gokseong.go.kr/leisure/?pid=7,전라남도 곡성군 곡성읍 곡성로 855 곡성레저문화센터,35.280205,127.29703819999997,N,N,N,N,N,Y,N,N,N,Y,"
            "
군산어린이공연장,FC002169,1,공공(기타),2016,330,063-454-5743, ,전라북도 군산시 대학로 330 (나운동),35.9645869,126.693096,N,N,N,N,N,Y,N,Y,N,Y,"
            "
소극장 플랫폼74,FC002677,1,민간(대학로),2020,70,010-5150-9402, ,서울특별시 종로구 동숭길 74 (동숭동),37.5815333,127.0043015,N,N,N,N,N,N,N,N,N,N,"
            "
가온아트홀 [부산],FC000838,2,민간(대학로 외),2012,370,00-1600-1602,http://gaonart.alltheway.kr/,부산광역시 동구 자성로 133번길 10,35.1381412947754,129.065077043576,N,Y,N,N,N,N,N,N,N,Y,"
            "
부천아트센터,FC003150,2,공공(기타),2023,1749,00-1533-0202,https://www.bac.or.kr/home/ko/main,경기도 부천시 소향로 165(중동),37.5021641,126.7663981,N,N,N,N,N,N,N,N,N,N,"
            "
북촌창우극장,FC001066,1,민간(대학로 외),1993,100,02-747-3809,https://bcchangwoo.modoo.at/,서울특별시 종로구 창덕궁길 29-6 (원서동),37.5788675,126.98884450000003,N,N,N,N,N,N,N,N,N,N,"
            "
거창 수승대,FC001436,7,민간(대학로 외),2003,2900,055-940-8530,https://www.geochang.go.kr/ssd/Index.do,경상남도 거창군 은하리길 2  수승대관리사무소 수승대,35.7605757,127.83200950000003,N,N,N,N,N,Y,N,N,N,Y,"
            "
예술의전당 [서울],FC000001,11,국립,1988,164344,02-580-1300,http://www.sac.or.kr,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.01182410000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,"
            "
VERY(베리컴퍼니),FC001845,2,민간(대학로), ,270,02-3674-2525, ,서울특별시 종로구 동숭3길 30 (동숭동),37.5822989,127.00477669999998,N,Y,N,N,N,N,Y,N,Y,N,"
            "
거창연극고등학교,FC004004,1,공공(기타),2020,0,055-945-5010,https://gths-h.gne.go.kr/,경상남도 거창군 위천면 모동길 11-15,35.7560293,127.8343048,N,N,N,N,N,N,N,N,N,Y,"
            "
경성대학교 예노소극장,FC001795,1,민간(대학로 외),1997,220,051-620-4561, ,부산광역시 남구 수영로 309 (대연동),35.1384353,129.0997228,Y,Y,Y,N,N,Y,Y,N,N,Y,"
            "
광양시문화예술회관,FC000743,2,공공(문예회관),1996,679,061-797-2529,http://www.gwangyang.go.kr/tour_culture/index.gwangyang?menuCd=DOM_000000409001002001,전라남도 광양시 광양읍 향교길 9-30,34.9799827,127.58758920000002,N,N,N,N,N,Y,N,Y,N,Y,"
            "
문화공간 새벽 (구. 연극창고 새벽),FC000949,1,민간(대학로 외),2007,108,043-286-7979,http://cafe.daum.net/sabyuk/,충청북도 청주시 서원구 수곡로 28 (수곡동),36.6148911,127.4745811,N,N,N,N,N,N,N,N,N,N,"
            "
해녀의부엌 [북촌],FC002873,1,민간(대학로 외), ,14,064-783-1225, ,제주특별자치도 제주시 조천읍 북촌9길 31,33.5498683,126.6934324,N,N,N,N,N,N,N,N,N,N,"
            "
벙커111(BUNKER111),FC003889,1,민간(대학로 외), ,60, ,https://www.instagram.com/bunker111_theater/,광주광역시 동구 중앙로 149-5 (호남동),35.1479726,126.9121084,N,N,N,N,N,N,N,N,N,N,"
            "
정심아트홀,FC003561,1,민간(대학로 외),2023,83,043-255-7774, ,충청북도 청주시 상당구 교서로 16-5 (영동),36.6382992,127.486879,N,N,N,N,N,N,N,N,N,N,"
            "
한남대학교 56주년기념관,FC001593,1,민간(대학로 외),1986,2042,042-629-8099,http://www.hannam.ac.kr/,대전광역시 대덕구 한남로 70 (오정동),36.3544294,127.42272969999999,Y,Y,Y,N,N,Y,N,N,Y,Y,"
            "
소극장 길,FC001553,1,민간(대학로 외),2016,100,010-9260-3520,https://www.facebook.com/%EA%B7%B9%EB%8B%A8%ED%95%98%EB%A3%A8-1838948139710786/?ref=page_internal,대구광역시 남구 명덕로22길 27 (대명동),35.8559355,128.58122119999996,N,Y,N,N,N,N,N,N,N,N,"
            "
블라인드아트홀,FC002219,1,민간(대학로 외),2019,70,070-8254-2182,http://blindarthall.com/,서울특별시 광진구 아차산로 331-1 (자양동),37.5376806,127.0799086,N,N,N,N,N,N,N,N,N,N,"
            "
서울대학교,FC002611,4,공공(기타), ,115,02-880-5114, ,서울특별시 관악구 관악로 1 (신림동),37.4680381,126.9592943,N,N,N,N,N,Y,N,N,N,Y,"
            "
공간 파란여우,FC003838,1,민간(대학로 외), ,0, ,https://www.spacecloud.kr/space/49633,서울특별시 성북구 삼선교로16길 14 (삼선동2가 110),37.587684,127.0104435,N,N,N,N,N,N,N,N,N,N,"
            "
이음아트홀 [대전],FC001255,1,민간(대학로 외),2014,180,042-252-0887, ,대전광역시 유성구 도안대로 591 (봉명동),36.3531322,127.34079280000003,N,Y,N,N,N,N,N,N,N,Y,"
            "
대학로 스카이씨어터,FC001091,2,민간(대학로),2010,330,070-4106-8889, ,서울특별시 종로구 대학로8가길 52 (동숭동),37.5829439,127.00262709999992,N,N,N,N,N,N,N,N,N,N,"
            "
에저또소극장 [부산],FC001140,1,민간(대학로 외),2008,0,051-852-9161,https://cafe.daum.net/ejotto,부산광역시 남구 수영로293번길 42 (대연동),35.1431981,129.09650169999998,N,N,N,N,N,N,N,N,N,N,"
            "
올림아트센터 (구.스튜디오76),FC001132,1,민간(대학로),2013,210,010-5262-4611,https://erang.modoo.at/,서울특별시 종로구 이화장길 99 (동숭동),37.5835101,127.00192219999997,N,N,N,N,N,N,N,N,N,N,"
            "
금산다락원 생명의집,FC000418,2,공공(문예회관),2004,954,041-750-4421,http://www.daragwon.net/,충청남도 금산군 금산읍 금산로 1559,36.1127758,127.49221,N,N,N,Y,N,Y,N,Y,N,Y,"
            "
연우소극장,FC000526,1,민간(대학로),1987,100,02-744-7090,https://iyeonwoo.modoo.at/,서울특별시 종로구 창경궁로35길 21 (혜화동),37.5869515,127.00175280000008,N,N,N,N,N,N,N,N,N,N,"
            "
강화문예회관,FC000208,2,공공(문예회관),1991,1509,032-930-7046,http://www.ghss.or.kr/,인천광역시 강화군 강화읍 고비고개로19번길 12,37.7453095,126.47495819999995,N,N,N,N,N,Y,N,Y,N,Y,"
            "
소극장 공유,FC001266,1,민간(대학로),2009,80,010-4879-0255,https://theater0you.modoo.at/,서울특별시 종로구 창경궁로 303 (혜화동),37.5875719,127.00320060000001,N,N,N,N,N,N,N,N,N,N,"
            "
아트스페이스 다스름,FC004024,1,민간(대학로 외), ,80, , ,경기도 여주시 소양로 33 (하동),37.295693,127.629877,N,N,N,N,N,N,N,N,N,N,"
            "
세종예술의전당,FC002877,5,공공(기타),2022,1071,044-850-8921,https://www.sjac.or.kr/,세종특별자치시 국립박물관로 21(나성동),36.4866708,127.2673677,N,N,N,N,N,N,N,N,N,Y,"
            "
서강대 메리홀,FC001216,2,민간(대학로 외),1970,528,02-705-8743,maryhall.sogang.ac.kr/,서울특별시 마포구 백범로 35 서강대학교,37.5499528,126.93911270000001,N,N,N,N,N,N,N,N,N,Y,"
            "
춘천시 청소년수련관,FC003912,1,공공(기타), ,0, ,https://blog.naver.com/ccycymca,강원특별자치도 춘천시 백령로119번길 26 (효자동),37.8737792,127.7400525,N,N,N,N,N,N,N,N,N,N,"
            "
우진문화공간,FC001269,1,민간(대학로 외),1991,162,063-272-7223,http://woojin.or.kr/index.html,전북특별자치도 전주시 덕진구 전주천동로 376 (진북동),35.8275126,127.1304119,N,N,N,N,N,N,Y,N,N,Y,"
            "
서울문화재단 대학로극장 쿼드(예술청),FC003018,2,공공(문예회관),2022,422,02-758-2145,https://www.sfac.or.kr/site/SFAC_KOR/09/10911010000002021111611.jsp,서울특별시 종로구 동숭길 122(동숭동),37.583699,127.0037167,N,Y,N,N,N,N,Y,Y,Y,N,"
            "
산울림소극장,FC000798,1,민간(대학로 외),1985,72,02-334-5915,www.sanwoollim.kr,서울특별시 마포구 와우산로 157 (서교동),37.555046,126.9300776,N,N,N,N,N,N,N,N,N,N,"
            "
용천지랄소극장,FC000872,1,민간(대학로 외),2008,80,051-625-0767,http://blog.naver.com/golmok58/70146236412,부산광역시 남구 용소로13번길 36-1 (대연동),35.1368435,129.10258620000002,Y,N,N,N,N,N,N,N,N,N,"
            "
종로여가,FC003050,1,기타(비공연장), ,0, ,https://blog.naver.com/local_concierge_cafe,서울특별시 종로구 창신길 55(창신동),37.5741515,127.010447,N,N,N,N,N,N,N,N,N,N,"
            "
전주 기접놀이전수관,FC003375,2,민간(대학로 외), ,0,063-225-0505,https://www.jeonjukijeopnori.org/,전라북도 전주시 완산구 세내로 39 (삼천동2가),35.7953716,127.1084292,N,N,N,N,N,N,N,N,N,N,"
            "
순천문화예술회관,FC000493,2,공공(문예회관),1993,1066,061-749-8612,http://art.suncheon.go.kr/scart/,전라남도 순천시 삼산로 16 (석현동),34.9705841,127.4853144,N,N,N,N,N,N,N,N,N,Y,"
            "
제주아트센터,FC000262,2,공공(문예회관),2010,2064,064-728-1509,http://arts.jejusi.go.kr/,제주특별자치도 제주시 오남로 231 (오라이동),33.4751552,126.51550610000004,N,Y,N,Y,N,Y,Y,Y,N,Y,"
            "
한바탕 소극장,FC003776,1,민간(대학로 외), ,0, , ,서울특별시 송파구 송이로32길 19 (문정동),37.4882251,127.1277366,N,N,N,N,N,N,N,N,N,N,"
            "
철원군 화강문화센터,FC000755,1,공공(문예회관),2010,348,033-450-5591,https://hwagang.or.kr,강원도 철원군 서면 약수로 3 화강문화센터,38.2451525,127.42645429999993,Y,N,N,Y,N,Y,Y,N,Y,Y,"
            "
씨어터 송,FC001283,1,민간(대학로 외),2012,100,070-8843-0088,http://www.theatresong.com/,서울특별시 서초구 법원로3길 22 (서초동),37.4931781,127.00825269999996,N,N,N,N,N,N,N,N,N,N,"
            "
부산메트로홀 (구. AN아트홀 광안),FC001200,1,민간(대학로 외),2008,180,00-1600-0316,https://playthebusan.modoo.at/,부산광역시 수영구 광안로 4 (광안동),35.1574353,129.11533269999995,N,N,N,N,N,N,Y,Y,Y,N,"
            "
용인어린이상상의숲,FC002081,1,공공(기타),2019,150,031-323-6500,http://www.yicf.or.kr/lib/mainPage.do,경기도 용인시 처인구 동백죽전대로 61 (삼가동),37.2503893,127.1655069,N,Y,N,Y,Y,Y,N,N,N,Y,"
            "
김천시립율곡도서관,FC003446,1,민간(대학로 외),2022,464,054-421-0200,https://www.gcl.go.kr/#secondPage,경상북도 김천시 용전1로1길 17 (율곡동),36.1221659,128.1888068,N,N,N,N,N,Y,N,N,N,Y,"
            "
한성아트홀(구. 인켈아트홀),FC000152,2,민간(대학로),1990,400,02-741-0251, ,서울특별시 종로구 창경궁로 254 (명륜2가),37.5728677,126.99707860000001,N,N,N,N,N,N,N,N,N,Y,"
            "
링크아트센터,FC003244,2,민간(대학로),2022,878, , ,서울특별시 종로구 대학로14길 29(혜화동),37.5846899,127.0022947,N,N,N,N,N,N,N,N,N,N,"
            "
양주문화예술회관,FC000134,3,공공(문예회관),1997,1851,031-828-9723,http://yjfmc.or.kr/,경기도 양주시 광적면 부흥로618번길 303 양주문화예술회관,37.8131434,126.97215749999998,N,N,N,N,N,N,Y,Y,N,Y,"
            "
빛고을시민문화관,FC000068,1,공공(문예회관),2010,815,062-670-7931,http://bitculture.gjcf.or.kr/php/,광주광역시 남구 천변좌로338번길 7 (구동),35.1481359,126.90864540000007,N,N,N,N,N,N,N,N,N,Y,"
            "
양산박 스튜디오,FC004089,1,민간(대학로 외), ,0, ,https://sites.google.com/view/yangsanbak,서울특별시 성북구 성북로16길 11 (성북동),37.5938418,127.0001548,N,N,N,N,N,N,N,N,N,N,"
            "
논산아트센터(구. 논산문화예술회관),FC001182,2,공공(문예회관),1985,729,041-746-5950,https://www.nonsan.go.kr/arthall/,충청남도 논산시 시민로 270 (내동),36.1909178,127.09514979999994,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
나루아트센터,FC000039,3,공공(문예회관),2005,785,02-2049-4711,http://www.naruart.or.kr/,서울특별시 광진구 능동로 76 (자양동),37.53735289999999,127.07052479999993,N,Y,N,N,N,Y,Y,Y,Y,Y,"
            "
스파더스페이스,FC003783,1,민간(대학로 외), ,0, , ,경상남도 창원시 마산합포구 구산면 유산군령로 250,35.1308271,128.5613982,Y,Y,N,Y,N,N,N,N,N,Y,"
            "
울주문화예술회관,FC001179,1,공공(문예회관),2009,387,052-229-9500,http://www.uljuart.or.kr/,울산광역시 울주군 범서읍 천상중앙길 36,35.5644423,129.23207939999998,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
보성군문화예술회관,FC001398,1,공공(문예회관),2015,497,061-850-8660,http://www.boseong.go.kr/art,전라남도 보성군 보성읍 송재로 281-9,34.7778023,127.08806579999998,N,N,N,N,Y,Y,Y,Y,Y,Y,"
            "
대전음악창작소,FC003372,1,민간(대학로 외), ,0,042-257-9723,http://music.dicia.or.kr,대전광역시 중구 대흥로175번길 25(대흥동),36.3262769,127.4303647,N,N,N,N,N,N,N,N,N,N,"
            "
부천시민회관,FC000122,4,공공(문예회관),1988,1255,032-320-6300,http://www.bcf.or.kr/,경기도 부천시 원미구 부일로 365 (중동),37.4886325,126.7706582,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
제주문예회관,FC000260,2,공공(문예회관),1988,998,064-710-7641,http://www.jeju.go.kr/jejuculture/index.htm,제주특별자치도 제주시 동광로 69 (일도이동),33.5043089,126.53538589999994,N,N,N,Y,N,Y,N,N,N,Y,"
            "
고창문화의전당,FC000924,1,공공(문예회관),2008,625,063-560-8041,http://www.gochang.go.kr/art/index.gochang,전라북도 고창군 고창읍 모양성로 11,35.4331954,126.70450310000001,N,Y,N,N,N,N,N,N,N,Y,"
            "
가정생활문화센터 (구.가정청소년문화의집),FC002460,1,공공(기타),2021,70,032-580-1190,https://iscf.kr/_new/html/centerIntro/homeCenter.php,인천광역시 서구 서달로 190 (가정동),37.5156783,126.6797406,N,N,N,N,N,N,Y,Y,Y,Y,"
            "
코델아트홀,FC001414,1,민간(대학로),2016,120,010-6802-1974,https://codellarthall.modoo.at/,서울특별시 종로구 동숭길 78 (동숭동) 지하1층,37.5817072,127.00428190000002,N,N,N,N,N,N,N,N,N,N,"
            "
서경대학교 공연예술센터,FC001877,2,민간(대학로),2018,704,02-940-7114,https://www.skuniv.ac.kr/main,서울특별시 종로구 동숭길 148 (혜화동),37.5820171,127.00353629999995,Y,Y,N,N,N,Y,N,N,N,Y,"
            "
제이엘 씨어터,FC003158,1,민간(대학로 외), ,130,070-4887-1267,https://blog.naver.com/elent0801,서울특별시 마포구 어울마당로 94-8(서교동),37.5531403,126.9222208,N,N,N,N,N,N,N,N,N,N,"
            "
피사체 LAB,FC004006,1,민간(대학로 외), ,0, , ,서울특별시 서초구 나루터로15길 30-9 (잠원동),37.5173461,127.0175763,N,N,N,N,N,N,N,N,N,N,"
            "
한국소리문화의전당,FC000477,8,공공(문예회관),2001,10359,063-270-8000,http://www.sori21.co.kr/,전라북도 전주시 덕진구 소리로 31 (덕진동1가) 소리문화전당,35.855245,127.13766699999996,Y,Y,N,Y,Y,Y,Y,Y,N,Y,"
            "
봄날아트홀(구. 아리랑소극장),FC000453,2,민간(대학로),1996,370,070-8639-7883, ,서울특별시 종로구 동숭길 39 (동숭동),37.5799517,127.00425100000007,Y,Y,N,N,N,N,N,N,N,N,"
            "
스튜디오SK,FC001537,1,민간(대학로),2013,150,02-747-5035,https://studiosk.modoo.at/,서울특별시 종로구 성균관로 15-10 (명륜3가),37.5838639,126.99710440000001,N,N,N,N,N,N,N,N,N,N,"
            "
한울림소극장,FC000858,1,민간(대학로 외),2008,90,053-246-2925,http://www.hanwoollim.com/bbs/board.php?bo_table=notice&wr_id=8,대구광역시 남구 계명중앙1길 35-1 (대명동),35.856223,128.58196509999993,N,N,N,N,N,N,N,N,N,N,"
            "
천마아트센터,FC001337,2,민간(대학로 외),2008,2399,053-810-1527,https://www.yu.ac.kr/cmac/index.do,경상북도 경산시 대학로 280 (대동),35.8367325,128.754368,Y,Y,N,N,N,Y,Y,Y,Y,Y,"
            "
현대예술관,FC001166,2,민간(대학로 외),1998,1180,00-1522-3331,http://www.hhiarts.co.kr/main.jsp,울산광역시 동구 명덕로 10 (서부동),35.5229511,129.43097269999998,Y,Y,N,Y,Y,Y,Y,N,Y,Y,"
            "
소향씨어터,FC001347,1,민간(대학로 외),2012,1134,051-950-6500,http://sohyangtheater.co.kr,부산광역시 해운대구 센텀중앙로 55 (우동) 경남정보대학교및동서대학교센텀산학캠퍼스,35.1731656,129.12766,Y,Y,Y,N,N,Y,Y,Y,Y,Y,"
            "
가톨릭청년회관,FC000802,1,민간(대학로 외),2010,200,070-8668-5795,http://www.scyc.or.kr/v2/scyc.asp,서울특별시 마포구 월드컵북로2길 49 (동교동),37.5571714,126.92301759999998,N,N,N,N,N,N,N,N,N,Y,"
            "
부산북구문화예술회관 (구.북구문화빙상센터),FC000827,1,공공(문예회관),2005,341,051-309-4087,http://culture-ice.bsbukgu.go.kr/index.bsbukgu,부산광역시 북구 금곡대로46번길 50 (덕천동),35.2134491,129.00546810000003,Y,N,Y,N,N,Y,N,N,N,Y,"
            "
KT&G 상상마당 대치아트홀,FC000052,1,민간(대학로 외),2006,422,02-3404-4311,https://www.sangsangmadang.com/info/DC,서울특별시 강남구 영동대로 416 (대치동),37.5065437,127.06535159999999,N,Y,Y,N,N,Y,Y,N,Y,Y,"
            "
세종문화예술회관,FC000433,3,공공(문예회관),2000,842,044-301-3523,http://artcenter.sejong.go.kr/index.do,세종특별자치시 조치원읍 문예회관길 22,36.599612,127.28716899999995,N,N,N,N,N,Y,N,N,N,Y,"
            "
코스모40,FC002672,1,기타(비공연장), ,0,032-575-2319,http://cosmo40.com,인천광역시 서구 장고개로231번길 9 (가좌동),37.4865316,126.677912,Y,Y,N,N,N,N,N,N,N,Y,"
            "
효천아트센터 그라운드씬,FC001600,1,민간(대학로),2010,200,02-3676-2352, ,서울특별시 종로구 성균관로 87 (명륜1가),37.5899206,126.9982675,N,N,N,N,N,N,N,N,N,N,"
            "
이함캠퍼스 [양평],FC004083,1,기타(비공연장), ,0, , ,경기도 양평군 강하면 강남로 370-10 이함미술관 야외무대,37.5021314,127.4251122,N,N,N,N,N,N,N,N,N,N,"
            "
KT&G 상상마당 [춘천],FC001409,3,민간(대학로 외),2014,1700,033-818-3200,http://chuncheon.sangsangmadang.com/,강원도 춘천시 스포츠타운길399번길 25 (삼천동),37.8813153,127.72997069999997,N,N,N,N,N,N,N,N,N,Y,"
            "
광주서구문화센터,FC000236,1,공공(문예회관),2000,326,062-654-4300,http://www.ymcakwangju.or.kr/,광주광역시 서구 마재로 3 (금호동),35.130799,126.86026800000002,N,Y,N,N,N,Y,Y,Y,Y,Y,"
            "
졸탄극장,FC002624,1,민간(대학로), ,179,070-8896-9401, ,서울특별시 종로구 이화장길 58 (이화동),37.5778955,127.0046323,N,N,N,N,N,N,N,N,N,N,"
            "
홍익대 대학로 아트센터,FC001208,2,민간(대학로),2013,852,02-742-0300,http://www.hongikartcenter.com/main.do,서울특별시 종로구 대학로 57 (연건동),37.5769696,127.00203310000006,N,Y,Y,N,N,Y,Y,N,Y,Y,"
            "
정화예술대학교 대학로캠퍼스 정화1관,FC003693,1,민간(대학로), ,0, , ,서울특별시 종로구 동숭1길 1 (동숭동 187-3),37.5800599,127.0046544,N,N,N,N,N,N,N,N,N,N,"
            "
